#NWS FLOOD STAGES with USGS ID'S
#Tediously Assembled By: Warren Pettee (Github: WEP11, Twitter: @wpettee)
#Probably by no means complete?

NWS ID, USGS ID, Action, Minor, Moderate, Major, Stage Units, Site Name, State
SFCC1, 11164500,8,nan,9.5,nan,ft,Stanford University,CA
SESC1, 11113000,17.8,19.2,19.8,20.4,ft,Fillmore,CA
SEIC1, 11520500,13,15,20,28,ft,Seiad Valley,CA
SDDC1, 11151700,16,nan,18,nan,ft,Soledad,CA
SCRN2, 10349300,3.5,4.5,5,6,ft,Steamboat,NV
SCPC1, 11109000,12.8,13.1,14,14.2,ft,Piru,CA
SCOC1, 11477000,45,51,60,65,ft,Scotia,CA
SBRC1, 11522500,20,nan,nan,nan,ft,Somes Bar,CA
RRHC1, 11463980,20.8,25.4,29.93,36.73,ft,Digger Bend NR Healdsburg,CA
ROHC1, 11465660,7,8,9,10,ft,Rohnert Park,CA
RMSC1, 11451800,12,14,16.9,17,ft,Rumsey Bridge,CA
RMKC1, 11463900,13.5,14.8,19.5,25,ft,Kellogg,CA
RMBC1, 11460151,nan,nan,nan,nan,ft,Highway 1 Bridge at Muir Beach,CA
RIOC1, 11467000,31,nan,nan,nan,ft,Guerneville,CA
RDSC1, 11152650,nan,nan,nan,nan,ft,Salinas,CA
RDRC1, 11143200,8,9,11,13,ft,Robles Del Rio,CA
RCLC1, 11525530,nan,nan,nan,nan,ft,Lewiston,CA
RACC1, 11182500,nan,nan,nan,nan,ft,San Ramon,CA
PUKC1, 11180700,nan,nan,nan,nan,ft,Union City,CA
PSRC1, 10340300,5754,nan,nan,nan,ft,Prosser Creek Reservoir,CA
PRBC1, 11147500,23,29,33,37,ft,Paso Robles,CA
POHC1, 11266500,nan,10,12.5,20,ft,Pohono Bridge,CA
PMAC1, 11459150,nan,nan,nan,nan,ft,Copeland Pumping Station,CA
PLYC1, 11345500,nan,nan,nan,nan,ft,Likely,CA
PILC1, 11162618,nan,nan,698,nan,ft,nan,CA
PIIC1, 11156500,8.5,nan,10,nan,ft,Willow Creek School,CA
PHOC1, 11153000,nan,nan,nan,nan,ft,Dunneville,CA
PECC1, 11162500,10,nan,12,nan,ft,Pescadero,CA
PCPC1, 11109600,12.2,nan,nan,nan,ft,Lake Piru,CA
PCNC1, 10258500,nan,nan,nan,nan,ft,Palm Springs,CA
OSJC1, 11313452,nan,nan,nan,nan,ft,Franks Tract NR Terminous Ca,CA
ORQC1, 11313434,nan,nan,nan,nan,ft,Quimby Island NR Bethel Island Ca,CA
ORIC1, 11482500,26,32,35,37,ft,Orick,CA
ONSC1, 11523000,32,38,43,48,ft,Orleans,CA
OLAC1, 11166000,nan,nan,nan,nan,ft,Palo Alto,CA
OHFC1, 11313315,nan,nan,nan,nan,ft,Byron Ca (Old River at Hwy 4),CA
NWMC1, 11274000,63,69.4,70.7,71.7,ft,Newman,CA
NVRC1, 11468000,nan,23,30,34,ft,Navarro,CA
NVCC1, 11459500,11,nan,13,nan,ft,Novato,CA
NTDN2, 10348245,6,7,7.8,8.5,ft,Spanish Springs Road,NV
NRWC1, 11133000,11,15,23,28,ft,Narrows,CA
NRGC1, 11169800,10,nan,12,nan,ft,Gilroy,CA
NIXN2, 10351700,9,10.5,11.5,13,ft,Nixon,NV
NILC1, 11179000,9,9,10.5,nan,ft,Niles,CA
NBYC1, 11148900,27,nan,nan,nan,ft,Sapaque Creek Near Bryson,CA
NASC1, 11149400,nan,nan,nan,nan,ft,Dam,CA
MZSC1, 11466170,171,173.3,174.5,176,ft,Santa Rosa,CA
MWXC1, 11066460,nan,nan,nan,nan,ft,MWD Crossing near Arlington,CA
MWEC1, 11466800,50.5,55,59,65,ft,Mirabel Heights,CA
MVVC1, 10261500,nan,16,18,19,ft,Victorville,CA
MTOC1, 11469000,nan,nan,nan,nan,ft,Petrolia,CA
MRYC1, 11421000,74,87,90,91,ft,Marysville,CA
MRNC1, 11476500,27,33,38,42,ft,Miranda,CA
MPTC1, 11172945,6,6,8.5,nan,ft,Div Dam near Sunol,CA
MOGN2, 10347460,10,12.5,13.5,14,ft,Mogul,NV
MJRC1, 10263000,nan,nan,nan,nan,ft,Afton,CA
MHBC1, 11335000,7,12,16,18,ft,Michigan Bar,CA
MFTC1, 11392100,7,8.5,9.5,10.5,ft,Portola,CA
MEDC1, 11162753,nan,nan,nan,nan,ft,Lower Crystal Springs Reservoir NR San Mateo,CA
MDSC1, 11290000,50.5,55,66,67,ft,Modesto,CA
MBRC1, 10262500,nan,5,5.5,6,ft,Barstow,CA
MASN2, 10300600,9.3,9.8,11,11.6,ft,Mason,NV
LWDC1, 11149900,12,nan,14,nan,ft,Lockwood,CA
LVKC1, 11176500,nan,nan,nan,nan,ft,Livermore,CA
LTSC1, 11460400,nan,nan,nan,nan,ft,Samuel P. Taylor State Park,CA
LSEC1, 11465750,67,69,nan,nan,ft,Sebastopol,CA
LSCC1, 11180825,nan,nan,nan,nan,ft,Don Castro Reservoir near Castro Valley,CA
LRZC1, 11181000,nan,nan,nan,nan,ft,Hayward,CA
LRRC1, 11161000,18,20.6,23.33,25,ft,Santa Cruz,CA
LNTC1, 11460600,nan,nan,nan,nan,ft,Pt. Reyes Station,CA
LMYC1, 11119940,4.5,5,nan,nan,ft,Goleta,CA
LLYC1, 11123500,nan,nan,nan,nan,ft,Los Laurels,CA
LLGC1, 11153650,19,nan,20.98,nan,ft,Gilroy,CA
LHDN2, 10312100,4162.5,4163,4164,4168,ft,Lahontan Reservoir,NV
LEGC1, 11475800,nan,nan,nan,nan,ft,Leggett 1NW,CA
KWDC1, 11458433,8.5,nan,nan,nan,ft,Kenwood,CA
KLMC1, 11530500,30,38,42,46,ft,Klamath,CA
KCYC1, 11151300,14,nan,16,nan,ft,BL Bitterwater Creek NR King City,CA
KCRC1, 11180900,nan,nan,nan,nan,ft,Hayward,CA
JRSC1, 11337190,nan,nan,nan,nan,ft,Jersey Point,CA
JIMC1, 11463682,25,26.2,31,36,ft,Jimtown,CA
IRGC1, 11516530,nan,nan,nan,nan,ft,Iron Gate Dam,CA
ILAC1, 10342900,nan,nan,nan,nan,ft,Independence Lake,CA
IDRC1, 11154700,8.5,10.6,12,14,ft,Idria,CA
ICSC1, 11173800,nan,nan,nan,nan,ft,Sunol,CA
ICDC1, 11525670,nan,nan,nan,nan,ft,Douglas City,CA
HYMC1, 11528700,nan,nan,nan,nan,ft,Hyampom,CA
HOYN2, 10297500,7,8,9,10,ft,Wellington,NV
HOUC1, 11451100,nan,nan,nan,nan,ft,Hough Springs,CA
HOSC1, 11158600,11,nan,13,nan,ft,Highway 156 near Hollister,CA
HOPC1, 11462500,18,21,23,26,ft,Hopland,CA
HOOC1, 11530000,44,48,52,56,ft,Hoopa,CA
HMOC1, 11162620,nan,nan,nan,nan,ft,Stone Dam NR Hillsborough,CA
HMNC1, 11162630,7.5,9.1,17,24,ft,Half Moon Bay,CA
HEAC1, 11464000,20,23,27,29,ft,Healdsburg,CA
HDCC1, 11313431,nan,nan,nan,nan,ft,Bethel Island Ca,CA
HCHC1, 11451715,nan,nan,nan,nan,ft,Holsten Chimney Canyon,CA
HAPC1, 11521500,nan,nan,nan,nan,ft,Happy Camp,CA
GVCC1, 11525630,nan,nan,nan,nan,ft,Lewiston,CA
GUEC1, 11467002,29,32,35,40,ft,Guerneville,CA
GSRC1, 11467510,nan,nan,nan,nan,ft,The Sea Ranch,CA
GSJC1, 11196025,15,17,nan,nan,ft,Hwy 101 at San Jose,CA
GRIC1, 11407150,95,103.8,107.1,107.2,ft,Gridley,CA
GRFC1, 11152050,nan,nan,nan,nan,ft,Reliz Creek near Soledad,CA
GRCC1, 11467590,nan,nan,nan,nan,ft,At Eureka Hill Rd near Point Arena,CA
GNRC1, 10336645,3.5,4,5,6,ft,Meeks Bay,CA
GEYC1, 11463500,38,39.7,46,50,ft,Geyserville,CA
GCPN2, 10348850,12.5,13,13.3,13.6,ft,Galena Creek St Park,NV
GBKN2, 10336730,4.5,nan,nan,nan,ft,Glenbrook,NV
GARC1, 11140000,11,16,20,30,ft,Garey,CA
FTSC1, 11475000,55,70,80,90,ft,Fort Seward,CA
FTJC1, 11519500,12,15,20,25,ft,Fort Jones,CA
FTDC1, 11532650,27,33,36,39,ft,Dr Fine Bridge,CA
FTCN2, 10312000,8,10,11,12,ft,Fort Churchill,NV
FTBC1, 11468500,nan,nan,nan,nan,ft,Fort Bragg,CA
FSNC1, 11023000,7.5,11.3,13.5,16.5,ft,Fashion Valley,CA
FRNC1, 11479560,14,20,22,25,ft,Fernbridge,CA
FLQC1, 11313440,nan,nan,nan,nan,ft,Oakley Ca,CA
FARC1, 10346000,10,11,12,13,ft,Farad,CA
EWSN2, 10293500,7,8,8.8,9.5,ft,Strosnider Ditch,NV
EWBC1, 10293000,5.5,6,6.5,7,ft,Bridgeport,CA
ETTC1, 11468900,nan,nan,nan,nan,ft,Ettersburg,CA
ESRC1, 11148500,nan,nan,nan,nan,ft,Estrella,CA
EDCC1, 11379500,nan,nan,nan,nan,ft,Paskenta,CA
ECBC1, 11475560,nan,nan,nan,nan,ft,Branscomb,CA
EASC1, 11465690,104,106,108,109,ft,Santa Rosa,CA
DYUC1, 11180500,nan,nan,nan,nan,ft,Union City,CA
DUJC1, 11313433,nan,nan,nan,nan,ft,Jersey Island Rd at Jersey Island,CA
DRWC1, 11465000,nan,nan,nan,nan,ft,Warm Springs Dam NR Geyserville,CA
DRIC1, 11465350,nan,nan,nan,nan,ft,Mouth NR Healdsburg,CA
DOSC1, 11473900,nan,nan,nan,nan,ft,Dos Rios,CA
DOGN2, 10347310,7,7.5,8.5,9.5,ft,Verdi,NV
DGYC1, 11465200,10,15,nan,nan,ft,Geyserville,CA
DEPC1, 10259200,nan,nan,nan,nan,ft,Palm Desert,CA
DCLC1, 11465240,nan,nan,nan,nan,ft,Lambert Bridge NR Geyserville,CA
DCKC1, 10338500,5,5.5,6.3,7,ft,Donner Lk Nr Truckee,CA
DCHC1, 10338700,6.5,7.5,8.5,9.5,ft,Truckee,CA
CYBC1, 11136800,nan,nan,nan,nan,ft,Buckhorn,CA
CWAC1, 11376000,nan,nan,nan,nan,ft,Cottownwood Creek Auxillary,CA
CVQC1, 11173490,nan,nan,nan,nan,ft,nan,CA
CVCC1, 11181008,5,5,7,nan,ft,Hayward,CA
CULC1, 11180960,nan,nan,nan,nan,ft,Cull Creek Reservoir near Castro Valley,CA
CTIC1, 11465680,82,84,85,89,ft,Stony Point Road NR Cotati,CA
CSRC1, 11162750,284,nan,nan,nan,ft,Dam,CA
CREC1, 11532500,25,29,34,37,ft,Jed Smith near Crescent City,CA
CPCC1, 11119500,nan,nan,nan,nan,ft,Carpinteria,CA
CNBC1, 11348500,7.5,8.5,9,10,ft,Canby,CA
CMIC1, 11172175,nan,nan,nan,nan,ft,Hwy 237 at Milpitas,CA
CMEC1, 11143250,15,nan,16,nan,ft,Carmel,CA
CMDC1, 11460000,16,nan,18,nan,ft,Ross,CA
CLUC1, 11389500,63,70,72,73,ft,Colusa Bridge,CA
CLKC1, 11450000,8,9,11.9,12,ft,Lakeport,CA
CLEC1, 10296500,7.5,8,8.5,9,ft,Coleville (Lower Gage),CA
CHLC1, 11152300,nan,nan,nan,nan,ft,Chualar,CA
CGNC1, 11465700,73.5,75,76.5,79,ft,Sebastopol,CA
CEMC1, 10308200,6,8,8.5,9.5,ft,Markleeville,CA
CDYN2, 10311700,nan,nan,nan,nan,nan,Dayton,NV
CDLC1, 11463000,nan,nan,nan,nan,ft,Cloverdale 6NW,CA
CDAC1, 11463170,nan,nan,nan,nan,ft,Geysers Resort NR Cloverdale,CA
CCFC1, 11159200,9,nan,11.5,nan,ft,Freedom,CA
CBLN2, 10312150,6.5,7,7.5,8,ft,Lahontan Dam,NV
CAVC1, 11173500,nan,nan,nan,nan,ft,Sunol,CA
BURC1, 11527000,nan,nan,nan,nan,ft,Burnt Ranch,CA
BTEC1, 11160500,14,16.5,19.5,21.76,ft,Big Trees,CA
BTCC1, 11389000,89,97.2,100,101,ft,Butte City,CA
BSRC1, 11143000,8.5,nan,10,nan,ft,Big Sur,CA
BSCC1, 11463200,nan,nan,nan,nan,ft,Cloverdale,CA
BRWC1, 11424000,16,24,32.1,33.1,ft,Wheatland,CA
BRQC1, 10263500,nan,nan,nan,nan,ft,Valyermo,CA
BRGC1, 11478500,13,17,20,23,ft,Bridgeville,CA
BRDC1, 11150500,12,14,20,22,ft,Bradley,CA
BKDC1, 10336660,11.5,12.5,nan,nan,ft,Tahoe City,CA
BDBC1, 11377100,22,27,29.5,31,ft,Bend Bridge,CA
BCVC1, 10344490,5604,5605,5606,5607,ft,Boca Reservoir,CA
AWEC1, 11173575,nan,nan,nan,nan,ft,Welch Creek near Sunol,CA
AUSC1, 11467200,18.5,21,27,32,ft,Cazadero,CA
ASPC1, 11098000,nan,nan,nan,nan,ft,Pasedena,CA
ARRC1, 11151870,13,nan,15,nan,ft,Greenfield,CA
AROC1, 11159000,25,32,32.5,33.1,ft,Chittenden,CA
ARCC1, 11481000,15,22,24,28,ft,Arcata,CA
APCC1, 11458000,22,25,26,28,ft,Napa,CA
ALQC1, 11174600,nan,nan,nan,nan,ft,Pleasanton,CA
ALFC1, 11179100,nan,nan,nan,nan,ft,Fremont,CA
AHOC1, 11173200,nan,nan,nan,nan,ft,San Jose,CA
AGCC1, 11458500,16,nan,nan,nan,ft,Agua Caliente,CA
ADLC1, 11176900,15,15,17,nan,ft,Verona,CA
YDLC2, 09260050,12,13.5,15,17,ft,Deerlodge Park,CO
YASC2, 09237450,7,8,9.5,11,ft,Stagecoach Resv.,CO
WSVC2, 07093700,7,9,10,11,ft,Wellsville,CO
WRMC2, 09304500,6,7,8,10,ft,Meeker,CO
WODW4, 06659502,5,6,6.5,7,ft,Woods Landing,WY
WLSK1, 06868100,nan,nan,nan,1554,ft,Wilson Lake,KS
WHBC2, 09306290,7.5,8,9,11,ft,Rangely,CO
WFRC2, 09038500,6,7,8.5,10,ft,Parshall,CO
UCRC2, 09146200,5,6,8,10,ft,Ridgway,CO
TRAC2, 09107000,8.8,11.3,15,22.5,ft,Taylor Park,CO
TOMC2, 09119000,5,nan,nan,nan,ft,Gunnison,CO
TCFC2, 09050100,nan,nan,nan,nan,nan,Frisco,CO
SWEW4, 06639000,7,nan,nan,nan,ft,Alcova,WY
STMC2, 09239500,7,7.5,8.5,9.5,ft,Steamboat Springs,CO
SRAW4, 06627000,7.5,8.5,9.5,10.5,ft,Saratoga,WY
SNCC2, 09143000,4,5,6,8,ft,Cedaredge,CO
SMPC2, 09172500,nan,nan,nan,nan,nan,Placerville,CO
SLAC2, 09051050,5.3,6,7,7.5,ft,Dillon,CO
SKEC2, 09047500,nan,nan,nan,nan,nan,Montezuma,CO
SINW4, 06630000,8.5,9,10,11,ft,Sinclair,WY
SCVC2, 07108900,10,12,15,18,ft,Vineland,CO
SCCC2, 09143500,3,4,5,6,ft,Cedaredge,CO
SALC2, 07091500,6,8,9,10,ft,Salida,CO
RERC2, 09063000,5.2,6,7,8,ft,Redcliff,CO
RCYC2, 09081600,4.5,5,5.5,6,ft,Redstone,CO
PTRC2, 07124500,10.5,11,12,13,ft,Trinidad,CO
PSPC2, 09342500,9.48,10.5,11.7,12.6,ft,Pagosa Springs,CO
PSBC2, 09059500,9,10,12,14,ft,State Bridge,CO
PRTC2, 07097000,7,9,10,11,ft,Portland,CO
POUC2, 06752260,9,10.5,11.5,13,ft,Fort Collins,CO
PNNC2, 07106300,11,12,14,15,ft,Pinon,CO
PGRC2, 07124410,8,10,12,14,ft,Trinidad Lake,CO
PGMC2, 07124200,6,7,9,11,ft,Madrid,CO
PDLC2, 07094500,7,9,10,11,ft,Parkdale,CO
PDAC2, 07099400,7,8,9,11,ft,Pueblo Dam,CO
PCCC2, 09105000,7,8,9,10,ft,Cameo,CO
NPTC2, 07117000,15.5,16.5,17.5,18.5,ft,Nepesta,CO
NGTC2, 06620000,nan,nan,nan,nan,nan,Northgate,CO
NAVC2, 09344400,4,nan,nan,nan,ft,Chromo,CO
MNRC2, 09370000,5,6,8,9,ft,Mancos,CO
MBWC2, 09041400,nan,nan,nan,nan,nan,Kremmling,CO
MBLC2, 09251000,10,12,13,14,ft,Maybell,CO
LXHC2, 07123000,10,11,13,15,ft,La Junta,CO
LUPC2, 06721000,nan,nan,nan,nan,nan,Fort Lupton,CO
LSRC2, 09253000,8.3,9.5,11,12,ft,Slater,CO
LSDW4, 09257000,8.5,9.5,10.5,11.5,ft,Dixon,WY
LPHC2, 09365500,5,nan,nan,nan,ft,Hesperus,CO
LOVC2, 06709000,6.5,8,10,12,ft,Sedalia,CO
LMBW4, 06634620,6,8,nan,nan,ft,Boles Spring,WY
LMAC2, 07133000,9,11,13,15,ft,Lamar,CO
LLRW4, 06660000,8,9,10,11,ft,Laramie,WY
LILC2, 09260000,9.5,12,13,14,ft,Lily,CO
LEDC2, 07081200,8.5,9,10,12,ft,Leadville,CO
LCCC2, 09166950,6.8,7.4,9.3,10.7,ft,Dolores,CO
LAPC2, 07128500,8,9,12,15,ft,Las Animas,CO
KRMC2, 09058000,nan,nan,nan,nan,nan,Kremmling,CO
KCRW4, 06632400,5,6,nan,nan,ft,Arlington,WY
KANK1, 06865000,nan,nan,nan,1508,ft,Kanopolis Lake,KS
IDOC2, 06716500,nan,nan,nan,nan,nan,Lawson,CO
HTSC2, 09034500,4.5,7,8,10,ft,Hot Sulphur Springs,CO
HTCK1, 07143310,7.5,9.5,10.5,12.5,ft,Hutchinson,KS
HOGW4, 06623800,4.5,5.5,nan,nan,ft,Hog Park,WY
HANW4, 06635000,5,6,7,8,ft,Hanna,WY
GWSC2, 09085000,9,9.3,14,17,ft,Glenwood Springs,CO
GUSC2, 09114500,4.8,5.5,6,7,ft,Gunnison,CO
GRVU1, 09315000,14,15,17,18,ft,GREEN RIVER,UT
GRPC2, 06752500,7,8,9.5,10.5,ft,Greeley,CO
GPSC2, 09070000,8,9,10,11,ft,Gypsum,CO
GLDC2, 06719505,nan,nan,nan,nan,nan,Golden,CO
GJNC2, 09152500,10,13,15,16,ft,Grand Junction,CO
GCOC2, 09085100,15.7,16.5,18.2,23,ft,Glenwood Springs,CO
FRWC2, 09024000,nan,nan,nan,nan,nan,Winter Park,CO
FRKC2, 06712000,8,9.5,12,14,ft,Franktown,CO
FPTC2, 09078600,4,5,7,8,ft,Thomasville,CO
FOMC2, 06759500,15,17.5,18.5,20,ft,Fort Morgan,CO
FNEC2, 07105500,9.5,11.5,16,18,ft,Colorado Springs,CO
FHAC2, 07106000,7,8,10,12,ft,Fountain,CO
FCHC2, 07106500,8,10,12,13.5,ft,Pueblo,CO
ENWC2, 06710247,nan,nan,nan,nan,nan,Englewood,CO
ENMC2, 09242500,7,7.5,8.5,9.5,ft,Milner,CO
EGLC2, 09070500,11.5,12,13,14,ft,Dotsero,CO
ECRW4, 06625000,5.5,6.5,7.5,8.5,ft,Mouth near Encampment,WY
DRRC2, 09165000,5.5,5.8,7.3,9.5,ft,Rico,CO
DRGC2, 09361500,7,8,9,10.5,ft,Durango,CO
DOLC2, 09166500,7,8,9,10,ft,Dolores,CO
DNRC2, 08220000,5,5.5,6.5,7.5,ft,Del Norte,CO
DELC2, 09144250,10,12,14,15,ft,Delta,CO
DCKC2, 09147000,5,6,8,10,ft,Ridgway,CO
DBDC2, 09171100,9.7,11,13,15,ft,Bedrock,CO
CPKC2, 3931091044,7.5,8.5,10,12,ft,Parker,CO
COOK1, 07137500,7,8,10,12,ft,Coolidge,KS
CNCC2, 07096000,9,10,12,14,ft,Canon City,CO
CLOC2, 09147500,8.8,9.5,12.5,14,ft,Colona,CO
CGGC2, 09247600,9.4,10.8,12.1,13.5,ft,Craig,CO
CERN5, 08263500,15,16,17.5,20,ft,Cerro,NM
CDRC2, 09363500,9.5,10.5,11.5,12.5,ft,Cedar Hill,CO
CDMC2, 07119700,7,8,9,10,ft,Catlin Dam,CO
CCUC2, 09163500,12,15,16,17,ft,State Line,CO
CBGC2, 09019500,nan,nan,nan,nan,nan,Granby,CO
CAMC2, 09095500,12,12.5,13.5,14.5,ft,Cameo,CO
BUEC2, 09046490,nan,nan,nan,nan,nan,Blue River,CO
BTLC2, 06741510,nan,nan,nan,nan,ft,Loveland,CO
BOSW4, 06661585,6.5,7.5,8.5,9.5,ft,Bosler,WY
BLRC2, 09050700,3.5,4,5.5,7,ft,Dillon,CO
BGMC2, 09057500,10,10.5,nan,nan,ft,Green Mountain Reservoir,CO
ARCC2, 07120500,8,10,11,12,ft,Rocky Ford,CO
APNC2, 09073400,4,5,7,9,ft,Aspen,CO
ALTC2, 09110000,4.2,5,6.5,8,ft,Almont,CO
ALEC2, 09112500,6.3,7,8,10,ft,Almont,CO
ALAC2, 08223000,7,9,11,13,ft,Alamosa,CO
ADLC2, 07109500,6,7,8,9,ft,Avondale,CO
YTCC3, 01127500,7.5,9,9.5,11,ft,Yantic,CT
WSTR1, 01118500,6,7,9,11,ft,Westerly,RI
WRNC3, 01121000,6,7,8,10,ft,Warrenville,CT
WODR1, 01117500,4.5,5,6.5,8,ft,Wood River Junction,RI
WLMC3, 01122500,11,13,15,17,ft,Willimantic,CT
WALC3, 01196500,9,10,11.8,13,ft,Wallingford,CT
UNVC3, 01188090,10,12,14,20,ft,Unionville,CT
TMVC3, 01184000,14,15,17,19,ft,Thompsonville,CT
TARC3, 01189995,8,9,10,11,ft,Tariffville,CT
STVC3, 01205500,8,11,15,20,ft,Stevenson,CT
SIMC3, 01189213,10,12,15,18,ft,Simsbury,CT
SBYC3, 01204000,8.5,9,10,12,ft,Southbury,CT
PUTC3, 01125500,7.5,9.5,12,15,ft,Putnam,CT
PHBC3, 01118300,nan,nan,nan,nan,ft,Clarks Falls,CT
NLNC3, 8461490,nan,nan,nan,nan,ft,New London Harbor,CT
NBSM3, 01185500,6,8,10,12,ft,W. Br. Nr. New Boston,MA
MHDC3, 01193050,5,7,10.5,13,ft,Middle Haddam,CT
JCYC3, 01127000,16.5,17.5,20,21,ft,Jewett City,CT
HFDC3, 01190070,12,16,24,28,ft,Hartford,CT
GAYC3, 01200500,7,8,10,15,ft,Gaylordsville,CT
FLVC3, 01199000,6,7,10,15,ft,Falls Village,CT
CVTC3, 01119500,7,8,11,14,ft,Coventry,CT
COGC3, 01192883,nan,nan,nan,nan,ft,Middlefield,CT
BRHC3, NUL,nan,8.9,10.4,nan,ft,Bridgeport Harbor,CT
BEAC3, 01208500,11.5,12,13,14,ft,Beacon Falls,CT
ARLN6, 165615B2,nan,nan,nan,nan,ft,Babylon,NY
RCKD2, 01648000,6,7,10,12,ft,Sherrill Drive/DC,DC
RCJD2, 01648010,nan,nan,nan,nan,ft,Joyce Road in Washington,DC
NAHD2, 01651770,nan,nan,nan,nan,ft,National Arboretum,DC
GTND2, 01647600,5.5,6,7,10,ft,Georgetown / Wisconsin Ave,DC
AXTV2, 0165258890,2.5,3.1,4.5,6.6,ft,Alexandria,VA
ANAD2, 01651750,3.5,nan,nan,nan,ft,Washington Aquatic Gardens,DC
WMND1, 01481500,14.5,16.5,18,19,ft,Wilmington,DE
WLRM2, 01485000,nan,nan,nan,nan,ft,Willards,MD
STND1, 01480015,16,17,21,23,ft,Stanton,DE
SRPM2, 01488110,nan,nan,nan,nan,ft,Sharptown,MD
SKVP1, 01478245,9,9.5,11,12,ft,Strickersville,PA
RCCD1, 01480000,5.5,7,8.5,10,ft,Wooddale,DE
NEKD1, 01478650,10,11.5,15,16.5,ft,Newark,DE
KNSP1, 01479820,6.5,nan,nan,nan,ft,Kennett Square,PA
DVDD1, 01483700,5.5,6.5,8.5,10.5,ft,Dover,DE
DPKD1, 01479000,11,13,15,16.5,ft,Newark,DE
CHBD1, 01478000,9,10.5,11.5,12.5,ft,Coochs Bridge,DE
BGLD1, 01487000,8,9.5,10.5,11.5,ft,Bridgeville,DE
BDCM2, 01486500,nan,nan,nan,nan,ft,Salisbury,MD
BBSM2, 0148471320,nan,nan,nan,nan,ft,BIRCH BRANCH AT SHOWELL,MD
ZPHF1, 02303000,8,10,13,14,ft,Zephyrhills,FL
ZFSF1, 02295637,14,16,20,22,ft,Zolfo Springs,FL
WTMF1, 02319300,54,62,68,71,ft,Madison (SR 6),FL
WTHF1, 02319394,44,51,57,60,ft,Lee,FL
WSPF1, 02315500,72,76,79,83,ft,White Springs,FL
WRTF1, 02365470,10,13,17,20,ft,Bonifay,FL
WRGF1, 02303420,7,8,11,12,ft,Worthington Gardens,FL
WORF1, 02321500,56,58,62,64,ft,Worthington Springs,FL
WKRF1, 02327022,nan,nan,nan,nan,ft,Wakulla Springs State Park,FL
WIMF1, 02300500,9.5,11,14.5,17,ft,Wimauma,FL
WDRF1, 02357700,60,66,72,80,cfs,Woodruff Dam (USACE),FL
WCXF1, 02323500,7,10,13,20,ft,Wilcox (US 19),FL
VRNF1, 02366000,20,24,30,32,ft,Vernon (SR 79),FL
VDRG1, 02317755,123,125,133,137,ft,Valdosta at US 41,GA
TRYF1, 02320250,nan,nan,nan,nan,ft,Troy Spring State Park,FL
TRJF1, 02246621,2.5,3,3.5,4.5,ft,Lem Turner Road,FL
TREF1, 02322703,14,17,21,24,ft,Three Rivers Estates,FL
TRBF1, 02312000,10.5,12,14.2,16.5,ft,Trilby,FL
TELF1, 02330100,nan,nan,nan,nan,ft,Bristol (SR 20),FL
SUWF1, 02323592,2,3,4.8,6.2,ft,Gopher River Confluence,FL
STNG1, 02317500,90,100,101,103,ft,Statenville,GA
STEF1, 02324000,17.5,19.5,23,26,ft,Steinhatchee,FL
SSNA1, 02364500,28,35,41,nan,ft,Samson (CR 52),AL
SPUF1, 02245260,2,2.5,3.5,5,ft,Spuds,FL
SPHF1, 02326993,nan,nan,nan,nan,ft,Hilliardville on Springhill Road,FL
SOPF1, 02327100,20,28,30,34,ft,Sopchoppy (FR 343),FL
SNWF1, 02330400,22,nan,nan,nan,ft,Sumatra (CR 22),FL
SNFF1, 02234500,5.5,6,7,8,ft,Sanford,FL
SMTG1, 02231175,7,10,nan,nan,ft,Traders Hill,GA
SMAF1, 02359170,8,9.5,11.5,13.5,ft,Sumatra,FL
SJLF1, 02246500,1.5,2,2.5,3.5,ft,Jacksonville,FL
SHIF1, 02264495,58,59,nan,nan,ft,Campbell,FL
SBNF1, 02315000,90,93,95,97,ft,Benton,FL
SBIF1, 02327031,3.85,5,7,9,ft,Spring Creek Boat Ramp,FL
RYEF1, 023000095,10,11,12.8,15,ft,Rye Bridge,FL
RVWF1, 02301718,4,4.2,4.8,5.7,ft,Riverview,FL
RRZF1, 02321958,34,36,39,44,ft,River Rise near High Springs,FL
RODF1, 02243960,4,5,6,7,ft,Rodman Dam,FL
RNBF1, 02313100,28,29,30,31,ft,Dunnellon,FL
RLGF1, 02244333,3.5,4,5,6,ft,Russell Landing,FL
RCKF1, 02323000,16,21,24,27,ft,Rock Bluff  near Bell (CR 340),FL
RABF1, 02313098,33,34,35,36,ft,Dunnellon,FL
QUTG1, 02318500,97,102,108,112,ft,Quitman (US 84),GA
QCYF1, 02329500,11.5,14,nan,nan,ft,Quincy,FL
PSJF1, 02246515,4,6,8,10,ft,Bowden Road,FL
POEF1, 02322140,27,29,31,34,ft,Poe Springs Pool,FL
PNYF1, 02245500,10,14.5,17.5,20,ft,Penney Farms,FL
PLMF1, 02256500,5,7,8,9,ft,Palmdale,FL
PITF1, 02365200,18,21,27,37,ft,Pittman (SR 2),FL
PINF1, 02319000,59,73,79,83,ft,Pinetta (CR 150),FL
PCUF1, 02246518,2,2.5,3.2,4.5,ft,Beach Boulevard (US 90),FL
PALF1, 02244040,1.5,2,2.5,3.5,ft,Buffalo Bluff,FL
ORKF1, 02246318,9,10,11,12,ft,Argyle Forest Boulevard,FL
