#NWS FLOOD STAGES with USGS ID'S
#Tediously Assembled By: Warren Pettee (Github: WEP11, Twitter: @wpettee)
#Probably by no means complete?

NWS ID, USGS ID, Action, Minor, Moderate, Major, Stage Units, Site Name, State
WBPM6, 07290650,nan,nan,nan,nan,ft,Willows,MS
WALM6, 02473460,nan,nan,nan,nan,ft,Waldrup,MS
VCKM6, 0728900,35,43,46,50,ft,Vicksburg,MS
UBCM6, 02485800,11,nan,nan,nan,ft,Eubanks Ck/Jackson,MS
TYTM6, 02490500,14,15,17,23,ft,Tylertown,MS
TPOM6, 02435020,13,21,27,31.5,ft,Tupelo,MS
TOWM6, 02485950,8,nan,nan,nan,ft,Town Creek/Jackson,MS
TBLM6, 02481661,nan,nan,nan,nan,ft,Tributary near Diamondhead,MS
TBBM6, 02441000,20,23,28,30,ft,Tibbee,MS
SHBM6, 02477350,29,30,37,47,ft,Shubuta,MS
RSAM6, 07292500,18,19,30,37,ft,Rosetta,MS
ROST1, 7030500,11,13,14,15.5,ft,Rossville,TN
ROCM6, 02488000,24,25,35,39,ft,Rockport,MS
RNTM6, 02474500,16,21,29.5,35,ft,Runnelstown,MS
RATM6, 02484650,302,303,310,315,ft,Ratliff&#039;s Ferry,MS
PRPM6, 02480212,nan,nan,nan,nan,ft,Mile 1 at Pascagoula,MS
PPBL1, 02490193,nan,nan,nan,nan,ft,Pools Bluff near Bogalusa,LA
PLAM6, 02481880,12,13,16,23,ft,Philadelphia/at Burnside,MS
PGFM6, 02479310,15,16,18,20,ft,Graham Ferry,MS
PECM6, 02484760,nan,nan,nan,nan,ft,Fannin/ at Hwy 25,MS
OSYM6, 07375280,14,15,20,25,ft,Osyka,MS
ORAM6, 0248018020,6,8,12,15,ft,Orange Grove,MS
OLVM6, 07275900,10,11,13,15,ft,Olive Branch,MS
OKCM6, 02472850,nan,nan,nan,nan,ft,Sanford,MS
OFBM6, 02481299,nan,nan,nan,nan,ft,Old Fort Bayou at Ocean Springs,MS
OFAM6, 02484500,18,19,23,25,ft,Ofahoma,MS
OARM6, 02476600,nan,nan,nan,nan,ft,Arundel,MS
NONT1, 07032200,16,23,nan,nan,ft,Winchester Rd,TN
NAPM6, 02492620,nan,nan,nan,nan,ft,NSTL Station near Stennis,MS
NAGM6, 02474560,19,27,30,35,ft,New Augusta,MS
MTCM6, 02488500,21,22,25,33,ft,Monticello,MS
MRRM6, 02479000,12.5,22,25,32,ft,Merrill,MS
MRGM6, 07288280,nan,nan,nan,nan,ft,Merigold,MS
MOGM6, 07281600,nan,nan,nan,nan,ft,Money,MS
MNLM6, 02492360,12,15,18,20,ft,McNeill,MS
MKSM6, 07275900,35,39,41,43,ft,Marks,MS
MEIM6, 02476500,13,14,17,25,ft,Meridian,MS
MCNM6, 02448000,25,26,33,38.5,ft,Macon,MS
MCLM6, 02475000,13,18,24,28,ft,McLain,MS
MCFM6, 0248166310,nan,nan,nan,nan,ft,Fenton,MS
LYNM6, 02486100,12,nan,nan,nan,ft,Jackson,MS
LURM6, 02473500,12,13,16.5,19,ft,Laurel,MS
LNDM6, 02481510,26,27,28,30,ft,Landon,MS
LGRT1, 07030392,nan,nan,nan,nan,ft,La Grange,TN
LEKM6, 02478500,15,20,28,31,ft,Leakesville,MS
KSCM6, 02484000,14,15,21.5,23,ft,Kosciusko,MS
KLNM6, 02481660,5,6,8,10,ft,Kiln,MS
JHMM6, 02485700,12,nan,nan,nan,ft,Jackson,MS
JCCM6, 0248650,10.5,nan,nan,nan,ft,Jackson,MS
JBRM6, 02485810,nan,nan,nan,nan,ft,Riverside Drive/Jackson,MS
JACM6, 02486000,24,28,33,36,ft,Jackson,MS
HBGM6, 02472500,17,18,24,28,ft,Hattiesburg,MS
HBCM6, 02472980,nan,nan,nan,nan,ft,Hattiesburg-Glendale Avenue,MS
HATM6, 02473000,21,22,24,29.3,ft,Hattiesburg,MS
GDHM6, 02483500,23,24,29,31,ft,Lena,MS
GBGM6, 02480287,nan,nan,nan,nan,ft,Graveline Bayou near Gautier,MS
FULM6, 02431000,16,20,25,28,ft,Fulton,MS
FNGM6, 02484760,nan,nan,nan,nan,ft,Fannegusha Creek/Sand Hill,MS
ETAM6, 07268000,20,25,28,29,ft,Etta,MS
EPNL1, 02492511,nan,nan,nan,nan,ft,Interstate 59 near Nicholson MS,LA
ENSM6, 02477000,24,25,30,41,ft,Enterprise,MS
ENBM6, 02482000,19,20,26,30,ft,Edinburg,MS
EDDM6, 07291000,nan,nan,nan,nan,ft,Eddiceton,MS
DLAM6, 02487500,24,25,30,33,ft,D&#039;lo,MS
CREM6, 02492343,12,15,17,20,ft,Caesar,MS
CLUM6, 02443500,14,15,23,28,ft,Columbus,MS
CLSM6, 02472000,24,25,28,33,ft,Collins,MS
CLMM6, 02489000,16,17,23,26,ft,Columbia,MS
CKYM6, 02475500,21,22,25,26,ft,Chunky,MS
CCTM6, 07282000,18,23,24,26,ft,Calhoun City,MS
CBUM6, 02441390,160,161,164,166,ft,Stennis Lock and Dam,MS
CBOM6, 0248600,nan,nan,nan,nan,ft,Coffe Bogue,MS
CARM6, 02482550,16,17,24,27,ft,Carthage,MS
BTAM6, 07289730,21,22,25,29,ft,Bentonia,MS
BRCM6, 07283000,30,31,34,38,ft,Bruce,MS
BOVM6, 07290000,27,28,38,40,ft,Bovina,MS
BLWM6, 02481000,16,16,18,23,ft,Wortham,MS
BKNM6, 02479130,15,20,25,29,ft,Brooklyn,MS
BGBM6, 02433500,13,14,23,26,ft,Bigbee,MS
BBBM6, 02481270,nan,nan,nan,nan,ft,Back Bay of Biloxi,MS
AMYM6, 02437000,19,20,25,33,ft,Amory,MS
AGRM6, 02479560,16,18,nan,nan,ft,Agricola 4E,MS
ABEM6, 02437100,187,188,190,192,ft,Aberdeen Lock and Dam,MS
ABDM6, 02439400,12,13,22,24,ft,Aberdeen,MS
WYLM7, 05495000,14,15,18,20,ft,Wayland,MO
WVYM7, 06895500,17,20,29,31,ft,Waverly,MO
WRWK1, 06891200,10,15,22,24,ft,Wakarusa,KS
WRSM7, 06922500,nan,nan,nan,nan,ft,Warsaw,MO
WPPM7, 07039000,nan,nan,nan,nan,ft,Wappapello Lake Pool,MO
WPHM7, 06927000,8,10,15,20,ft,Westphalia,MO
WNYM7, 06923250,nan,nan,nan,nan,ft,Windyville,MO
WMGK1, 06887500,15,19,26,38,ft,Wamego,KS
WKCK1, 06879805,nan,nan,nan,nan,ft,Keats,KS
WHGM7, 06935450,18,20,28,31,ft,Washington,MO
WDBK1, 06878500,12,17,28,40,ft,Woodbine,KS
WCRM7, 07052100,5,7,12,18,ft,Springfield,MO
WCOM7, 07186000,15,19,30,33,ft,Waco,MO
WCMM7, 07052152,nan,nan,nan,nan,ft,SW Treatment Plant- Brookline,MO
WCCM7, 07052000,8.6,13,nan,nan,ft,Springfield,MO
WBLM7, 06920520,nan,nan,nan,nan,ft,Weableau 2E,MO
VNBM7, 07067000,10,20,23,27,ft,Van Buren,MO
VLYM7, 06907700,17,22,25,31,ft,Valley City,MO
VLLM7, 07019130,11,16,19,25,ft,Valley Park,MO
UUUK1, 06917240,10,nan,nan,nan,ft,Uniontown,MO
URHM7, 06921600,21,24,26,33,ft,Urich,MO
UNNM7, 07016500,13,15,22,26,ft,Union,MO
TVCM7, 06926290,nan,nan,nan,nan,ft,St. Elizabeth,MO
TUDM7, 06923950,nan,nan,nan,nan,ft,Tunnel Dam Macks Creek 7SE,MO
TTZM7, 06899500,25,30,33,37,ft,Trenton,MO
TSHK1, 06889630,19,24,28,35,ft,Topeka,KS
TSCM7, 06926080,nan,20,nan,nan,ft,Tuscumbia,MO
TRYM7, 05514500,19,21,25,29,ft,Troy,MO
TPAK1, 06889000,15,26,27,44,ft,Topeka,KS
TOPK1, 06889500,24,29,34,40,ft,Topeka,KS
TNZM7, 07057500,18,20,25,30,ft,Tecumseh,MO
TKZM7, 06922440,nan,nan,nan,nan,ft,Truman Dam,MO
TIFM7, 07189000,13,15,20,25,ft,Tiff City,MO
TGRM7, 06910230,13,15,18,20,ft,Columbia,MO
TBVM7, 06918250,19,21,nan,nan,ft,Taberville,MO
TBCM7, 07058000,14,16,20,25,ft,Tecumseh,MO
TAYM7, 05500000,7,9.5,14,19,ft,Taylor,MO
STZM7, 06919000,nan,nan,nan,nan,ft,Stockton Dam,MO
STXM7, 06918990,nan,nan,nan,nan,ft,Stockton Dam,MO
STTM7, 06926510,16,23,30,35,ft,St. Thomas,MO
SSTM7, 06821190,21,26,29,33,ft,Sharps Station,MO
SOGM7, 07053600,nan,nan,nan,nan,ft,School of Ozarks,MO
SNZM7, 06902000,21,26,28,40,ft,Sumner,MO
SMHM7, 06821150,21,27,30.5,35,ft,Smithville,MO
SLLM7, 07014500,9,11,20,29,ft,Sullivan,MO
SLAM7, 07185700,5.5,nan,nan,nan,ft,LaRussell,MO
SJZM7, 06919020,15,nan,nan,nan,ft,Stockton,MO
SJSM7, 06818000,14,17,21,27,ft,St. Joseph,MO
SIPK1, 06914100,18,23,25,38,ft,Scipio,KS
SGFM7, 07050700,8,12,15,20,ft,Springfield,MO
SGBK1, 06889585,9,15,18.2,23,ft,Topeka Gage Blvd,KS
SFLM7, 05490600,17,18,22,25,ft,St. Francisville,MO
SEEM7, 07013000,10,12,20,25,ft,Steelville,MO
SCZM7, 06918070,28,30,35,45,ft,Schell City,MO
SCRM7, 07052120,nan,nan,nan,nan,ft,Springfield SW,MO
SCLM7, 06935965,23,25,30,36,ft,St. Charles,MO
SAZM7, 07036100,19,21,23,27,ft,Saco,MO
SACM7, 06918493,nan,nan,nan,nan,ft,Springfield 1N,MO
RSSK1, 06888700,20,25,29,31,ft,Rossville,KS
RRSM7, 07050152,4,4.8,nan,nan,ft,Roaring River State Park,MO
ROZM7, 07034000,13,15,18,21,ft,Roselle,MO
RIFM7, 06934000,18,20,25,30,ft,Rich Fountain,MO
RICM7, 06895000,14,20,21,29,ft,Richmond,MO
RDPK1, 06886500,11,16,24,40,ft,Randolph,KS
RDNK1, 06910800,14,19,21,45,ft,Reading,KS
RCHM7, 07018100,15,nan,nan,nan,ft,Richwoods,MO
RCHK1, 06891260,nan,nan,nan,nan,ft,Richland,KS
RCCM7, 06917560,nan,25,nan,nan,ft,Richards,MO
RBXM7, 06928420,6,7,14,20,ft,Waynesville,MO
RBUM7, 06928300,9,nan,nan,nan,ft,Plato 7N,MO
QNMK1, 06911400,12,17,24.5,40.5,ft,Quenemo,KS
PXCK1, 06888500,16,21,31,33,ft,Paxico,KS
PWDM7, 07066510,4,6,nan,nan,ft,Powder Mill,MO
PVUM7, 06919500,19,20,nan,nan,ft,Pleasant View,MO
PTZM7, 06921350,nan,nan,nan,nan,ft,Pomme De Terre Dam,MO
PTXM7, 06921325,nan,nan,nan,nan,ft,Pomme De Terre Dam,MO
PSZM7, 07053820,nan,nan,nan,nan,ft,Powersite Dam,MO
PRRK1, 06890898,910,nan,nan,nan,ft,Perry Lake,KS
PRIM7, 06905500,10,15,19,21,ft,Prairie Hill,MO
PPBM7, 07063000,12,16,19,21,ft,Poplar Bluff,MO
POKM7, 06921070,14,nan,nan,nan,ft,Polk 5SW,MO
PMZM7, 05506350,15,17,22,26,ft,Holliday,MO
PMNK1, 06913000,18,20,30,50,ft,Pomona,KS
PLKM7, 06921200,14,nan,nan,nan,ft,Polk 2NE,MO
PLKK1, 06912490,1003,nan,nan,nan,ft,Pomona Lake,KS
PINM7, 06930000,4.5,8.5,nan,nan,ft,Edgar Springs,MO
PEAM7, 07050690,nan,nan,nan,nan,ft,Springfield 2SE,MO
PCFM7, 07017020,13,15,23,27,ft,Pacific,MO
PAZM7, 07037500,10,16,25,32,ft,Patterson,MO
PALM7, 05501000,11,13,16,22,ft,Palmyra,MO
OTWK1, 06913500,26,31,33,45,ft,Ottawa,KS
OTTM7, 06906800,10,15,18,26,ft,Otterville,MO
NVZM7, 06904500,15,20,23,26,ft,Novinger,MO
NVDM7, 06918060,18,20,26,31,ft,Nevada,MO
NMCM7, 06923940,7,nan,nan,nan,ft,Macks Creek 8SE,MO
NLDM7, 05508000,17,19,25,27,ft,New London,MO
NFSM7, 07185910,11,nan,nan,nan,ft,Carthage 9NW,MO
NEWM7, 06932000,12,nan,nan,nan,ft,Newburg,MO
MYVM7, 6819500,13,18,23,28,ft,Maryville,MO
MWCK1, 06879810,9,14,17,23,ft,Manhattan Scenic Drive,KS
MTTK1, 06886900,1130,nan,nan,nan,ft,Tuttle Creek Lake,KS
MSZM7, 06918740,12,nan,nan,nan,ft,Morrisville,MO
MSTK1, 06879815,32,nan,nan,nan,ft,Manhattan Seth Childs Rd,KS
MSPM7, 07064440,5,7,nan,nan,ft,Montauk State Park,MO
MLVK1, 06910997,nan,nan,nan,nan,ft,Melvern Lake,KS
MLCM7, 07035800,14,16,27,29,ft,Mill Creek,MO
MHKK1, 06879820,14,18,26,42,ft,Manhattan,KS
LWRK1, 06891080,15,18,20,29,ft,Lawrence,KS
LSGM7, 07188838,4,6,nan,nan,ft,Pineville 7SW,MO
LOUK1, 06888030,25,30,34,44,ft,Louisville,KS
LNIM7, 06925250,13,nan,nan,nan,ft,Macks Creek,MO
LNEK1, 06914500,18,23,24,28.5,ft,Lane,KS
LNDK1, 06911490,5,10,16,24,ft,Lyndon,KS
LKCM7, 06894000,12,18,25,27,ft,Lake City,MO
LKBM7, 06926000,22,nan,nan,nan,ft,Bagnell,MO
LISK1, 06888300,22,27,33,43,ft,Louisville,KS
LEVK1, 06820475,17,20,24,30,ft,Leavenworth,KS
LCPK1, 06891000,13,17,23.8,38,ft,Lecompton,KS
LAWK1, 06891500,18,23,25,45,ft,Lawrence,KS
KWPM7, 06893557,40,47,48,50,ft,Ward Parkway - Kansas City,MO
KSDM7, 06893578,26,33,39,43,ft,Stadium Drive,MO
KCTM7, 06893590,23,30,35,40,ft,12th Street,MO
KCDM7, 06893000,29,32,35,49,ft,Kansas City,MO
KCCM7, 06893500,28,34,40,42,ft,Bannister Road,MO
KBRM7, 06893150,29,35,39,48,ft,Blue Ridge Blvd Ext,MO
JUCK1, 06879000,17,22,32,44,ft,Junction City,KS
JRMM7, 06933500,13,15,25,30,ft,Jerome,MO
JOPM7, 07187000,12,14,15,16,ft,Joplin,MO
JNCK1, 06878600,19,21,35,39,ft,Junction City,KS
JKFM7, 07065200,3.65,11,nan,nan,ft,Mountain View (Buck Hollow),MO
JFFM7, 06910450,21,23,25,30,ft,Jefferson City,MO
JCMM7, 06910750,13,17,25,29,ft,Jefferson City,MO
JAMM7, 07052250,8,nan,nan,nan,ft,Boaz,MO
IRNM7, 07017200,nan,nan,nan,nan,ft,Irondale,MO
INCM7, 07188885,10,nan,nan,nan,ft,Lanagan,MO
ICLK1, 06893390,17,20,24,27,ft,State Line Rd.,KS
HZLM7, 06928000,19,21,26,30,ft,Hazelgreen,MO
HZHM7, 07014000,nan,nan,nan,nan,ft,Steelville,MO
HTNM7, 06917060,39,41,45,50,ft,Horton,MO
HTGM7, 07015720,17,nan,nan,nan,ft,High Gate,MO
HRNM7, 06934500,19,21,26,33,ft,Hermann,MO
HNNM7, 05501600,14,16,22,24,ft,Hannibal,MO
HISM7, 07040130,nan,nan,nan,nan,ft,Holly Island,MO
HGZM7, 05502300,10,12,16,20,ft,Hagers Grove,MO
HDYA4, 07069305,8,10,14,16,ft,Hardy,AR
GLZM7, 06906500,22,25,27,32,ft,Glasgow,MO
GLNM7, 07052500,13,15,25,31,ft,Galena,MO
GFZM7, 06918460,15,nan,nan,nan,ft,Greenfield,MO
GAZM7, 06897500,21,26,33,39,ft,Gallatin,MO
FYTM7, 06909500,11,16,21,25,ft,Fayette,MO
FTRK1, 06879100,17,21,26,33,ft,Ft. Riley,KS
FRZM7, 07035000,12,14,18,26,ft,Fredericktown,MO
FORM7, 07053400,nan,931,nan,nan,ft,Table Rock Dam,MO
FNNM7, 07019210,22,25,29,32,ft,Fenton,MO
FINM7, 07052345,11,nan,nan,nan,ft,Ozark 6SW,MO
FFXM7, 06813000,12,17,18,25,ft,Fairfax,MO
FCRM7, 07052820,nan,7,nan,nan,ft,Jenkins,MO
EWNM7, 05497150,9,11,14,18,ft,Ewing,MO
EWMM7, 05498150,9.5,12,17,19.5,ft,Ewing,MO
ERKM7, 07019000,17,19,26,31,ft,Eureka,MO
EPGM7, 07071500,8,nan,nan,nan,ft,Bardley,MO
ENTK1, 06877600,21,26,27,40,ft,Enterprise,KS
EMCM7, 07066000,6.4,12,15,20,ft,Eminence,MO
EADM7, 07010000,28,30,35,40,ft,St. Louis,MO
DWEM7, 06917630,nan,nan,nan,nan,ft,Prairie State Park,MO
DRCM7, 05514860,16,18,20,23,ft,St. Peters,MO
DNZM7, 07068000,10,13,18,22,ft,Doniphan,MO
DELK1, 06889200,24,26,26.5,29.5,ft,Delia,KS
DDZM7, 06918440,12,nan,nan,nan,ft,Dadeville,MO
CTRM7, 07186480,nan,nan,nan,nan,ft,Smithfield,MO
CSNM7, 07010350,5.5,nan,nan,nan,ft,Cook Station,MO
CPGM7, 07020850,29,32,37,42,ft,Cape Girardeau,MO
CNGK1, 07179400,1280,nan,nan,nan,ft,Council Grove Lake,KS
CMZM7, 06919900,14,16,19,28,ft,Caplinger Mills,MO
CLRM7, 07062000,nan,nan,nan,nan,ft,Clearwater Lake Pool,MO
CLIK1, 06891478,900,nan,nan,nan,ft,Clinton Lake,KS
CHZM7, 06899680,19,24,28,35,ft,Chillicothe,MO
CHTM7, 07185765,8,10,14,20,ft,Carthage,MO
CHSI2, 07020500,25,27,35,40,ft,Chester,MO
CHPK1, 06878000,14,19,26,37,ft,Chapman,KS
CAXM7, 06896000,10,16,19,21,ft,Carrollton,MO
CANM7, 05495150,12,14,20,25,ft,Canton Lock and Dam 20,MO
BYRM7, 07018500,13,16,20,28,ft,Byrnesville,MO
BXTK1, 07187600,12,14,22,30,ft,Baxter Springs,MO
BVUK1, 06888350,16,20,28,33,ft,Belvue,KS
BVGA4, 07049691,nan,1130,nan,nan,ft,Beaver Lake,AR
BSGM7, 07188653,8,10,15,20,ft,Pineville 12NE,MO
BRLM7, 06817500,18,23,28,35,ft,Burlington Junction,MO
BRGK1, 06911900,15,19,nan,nan,ft,Burlingame,KS
BRBM7, 07054080,10,nan,nan,nan,ft,Bradleyville,MO
BOZM7, 06909000,18,21,35,36,ft,Boonville,MO
BONM7, 06909950,11,16,19.5,26,ft,Boonville,MO
BNSM7, 06923500,3.5,5,nan,nan,ft,Bennett Spring State Park,MO
BLVM7, 06908000,19,24,29,37,ft,Blue Lick,MO
BLRM7, 06921720,15,20,23,36,ft,Blairstown,MO
BIGM7, 06930060,6,8,15,23,ft,Ft. Wood - East Gate,MO
BCCM7, 07189100,11,nan,nan,nan,ft,Tiff City,MO
BBCM7, 07053810,nan,9.5,nan,nan,ft,Walnut Shade,MO
ARNM7, 07019300,22,24,35,38,ft,Arnold,MO
ANNM7, 07061500,6,8,15,25,ft,Annapolis,MO
ALYM7, 07065495,5.3,9,12,16,ft,Alley Spring,MO
AKFM7, 07064533,4,nan,nan,nan,ft,Akers,MO
AGYM7, 06820500,15,20,25,30,ft,Agency,MO
YLOW4, 06186500,8,9,10,11,ft,Fishing Bridge,WY
WSVM8, 06024580,nan,nan,nan,nan,nan,Wise River,MT
WREM8, 06204070,nan,nan,nan,nan,ft,Emerald Lake Campground,MT
WRDM8, 06204050,nan,nan,nan,nan,ft,Roscoe,MT
WRCW4, 06220800,8.5,9.5,10,10.5,ft,Red Creek,WY
WPTM8, 06177000,21,23,26.5,27.5,ft,Wolf Point,MT
WPPW4, 06289600,nan,nan,nan,nan,ft,Parkman,WY
WLTN8, 06330000,20,22,24,26,ft,Williston,ND
WHCW4, 06317020,nan,nan,nan,nan,ft,Arvada,WY
WGCM8, 12358500,9,10,14,18,ft,West Glacier,MT
WFRM8, 12366080,8,8.3,nan,nan,ft,mouth at Kalispell,MT
WDRW4, 06228000,8,9,11,12,ft,Riverton,WY
WCHM8, 06035000,nan,nan,nan,nan,nan,Harrison,MT
WBGW4, 06301500,nan,nan,nan,nan,nan,Big Horn,WY
VRGM8, 06109500,17,17,20,23,ft,Virgelle,MT
VLYW4, 06280300,8,9,10,11,ft,Valley,WY
VICM8, 12350250,9.5,11,nan,nan,ft,Bell Crossing near Victor,MT
VAUM8, 06089000,5,6,8,9,ft,Vaughn,MT
ULMM8, 06078200,13,13.5,15,17,ft,Ulm,MT
TWNM8, 06018500,6.5,7,8,9,ft,Twin Bridges,MT
TWIM8, 06026500,9,10,11,12,ft,Twin Bridges,MT
TWBM8, 06023100,nan,nan,nan,nan,nan,Twin Bridges,MT
TSFM8, 06102500,nan,nan,nan,nan,ft,Choteau below South Fork,MT
TRYM8, 12304500,7.5,8,9,10,ft,Troy,MT
TRTN8, 06336600,nan,nan,nan,nan,ft,Trotters,ND
TRMW4, 06299980,nan,nan,nan,nan,ft,Monarch,WY
TOSM8, 06054500,10,10.5,11,12,ft,Toston,MT
TNCM8, 12359800,nan,nan,nan,nan,ft,Twin Creek near Hungry Horse,MT
TMRM8, 06091700,nan,nan,nan,nan,ft,Browning,MT
TMPM8, 06172310,nan,nan,nan,nan,nan,Tampico,MT
TMHM8, 06063000,4,4.5,5,6,ft,Helena,MT
TLBM8, 06288400,nan,nan,nan,nan,ft,Two Leggins Bridge,MT
THRM8, 12389500,6.5,7,nan,nan,ft,Thompson Falls,MT
THDM8, 06026420,nan,nan,nan,nan,nan,Twin Bridges,MT
TFLW4, 06188000,nan,15,16,17,ft,Tower Falls,WY
TFKM8, 06036650,7,8,8.5,9,ft,Three Forks,MT
SXXW4, 06313500,10,11,12,13,ft,Sussex,WY
SXVM8, 06287800,nan,nan,nan,nan,ft,ST. Xavier Bridge,MT
SWSW4, 06638090,6,7,8,9,ft,Sweetwater Station,WY
SWRM8, 12370000,6,6.5,7.5,8,ft,Bigfork,MT
STXM8, 06287000,nan,nan,nan,nan,ft,St. Xavier,MT
STRM8, 12354000,7.5,8,nan,nan,ft,St. Regis,MT
SSRM8, 06085800,6,7.5,10,12,ft,Simms,MT
SRVM8, 06082200,nan,nan,nan,nan,ft,Augusta,MT
SRLM8, 12365700,7,7.5,nan,nan,ft,Lawrence Park at Kalispell,MT
SRGM8, 12354500,18,19,21,22,ft,St. Regis,MT
SRAM8, 06205000,nan,6.5,6.8,7.2,ft,Absarokee,MT
SMYM8, 05017500,nan,nan,nan,nan,ft,Babb,MT
SMHM8, 06077200,nan,nan,nan,nan,ft,Eagle Creek near Fort Logan,MT
SMBM8, 05020500,6.5,7.5,8.5,9.5,ft,International boundary,MT
SLOW4, 06285100,10,11,nan,nan,ft,Lovell,WY
SLDM8, 06195600,nan,5.5,6.3,6.8,ft,Livingston,MT
SIDM8, 06329500,17,19,20,21.7,ft,Sidney,MT
SHLM8, 06099500,8,9,13,15,ft,Shelby,MT
SHBW4, 06305500,nan,nan,nan,nan,nan,Sheridan,WY
SHAM8, 06123030,nan,nan,nan,nan,nan,Shawmut,MT
SFLM8, 06076690,nan,nan,nan,nan,ft,near White Sulphur Springs near Ft Logan,MT
SFCM8, 12362500,nan,nan,nan,nan,ft,Columbia Falls,MT
SCRM8, 06023800,nan,nan,nan,nan,nan,Spring Creek near Jackson,MT
SCLM8, 05014300,nan,nan,nan,nan,nan,Swiftcurrent Lake at Many Glacier,MT
SCIM8, 05018000,nan,nan,nan,nan,nan,Babb,MT
SCCM8, 05018500,nan,nan,nan,nan,nan,Babb at St Mary Crossing,MT
SBUM8, 05015500,4810,nan,nan,nan,ft,Sherburne Reservoir near Babb,MT
SBCM8, 06187915,6,nan,nan,nan,ft,Silver Gate,WY
SACM8, 06164510,18,20,22,24,ft,Saco,MT
RVTW4, 06235500,7,8,10,11,ft,Riverton,WY
RUPM8, 06126500,nan,10,10.5,11,ft,Roundup,MT
RTBM8, 06023000,nan,nan,nan,nan,nan,Twin Bridges,MT
RRRM8, 06019500,nan,nan,nan,nan,ft,Ruby Reservoir near Alder,MT
RRLM8, 06006000,nan,nan,nan,nan,nan,Lakes near Lakeview,MT
RRCM8, 06177500,9,11,nan,nan,ft,Circle,MT
RRBM8, 06020600,nan,nan,nan,nan,ft,Ruby Reservoir near Alder,MT
ROKM8, 06209500,nan,nan,nan,nan,ft,Red Lodge MT,MT
RIMM8, 06062500,nan,nan,nan,nan,ft,Rimini,MT
RCRM8, 06295113,nan,nan,nan,nan,ft,Reservation Boundary near Kirby,MT
RCLM8, 06295220,nan,nan,nan,nan,ft,Lame Deer,MT
RCCM8, 12334510,8.5,9,9.5,10,ft,Clinton,MT
PYRM8, 06216900,nan,nan,nan,nan,ft,Huntley,MT
PRCM8, 12390700,6.5,7.5,8,9,ft,Thompson Falls,MT
PPRM8, 06178000,nan,nan,nan,nan,nan,Intl Boundary,MT
PMKM8, 06308400,nan,13,15,17,ft,Miles City,MT
PLRM8, 06181000,13,15.5,16.5,17.5,ft,Poplar,MT
PLNM8, 12389000,15,16,18,19.5,ft,Plains,MT
PKPM8, 06061500,nan,nan,nan,nan,ft,Clancy,MT
PEOM8, 06154400,nan,nan,nan,nan,ft,Hays,MT
PDBM8, 06133000,7,nan,nan,nan,ft,Cut Bank,MT
PBRM8, 06027600,nan,nan,nan,nan,nan,Silver Star at Parsons Bridge,MT
ORHM8, 06169500,nan,nan,nan,nan,ft,Opheim,MT
NSHM8, 06174500,18,20,28,30,ft,Nashua,MT
NMRM8, 06134000,nan,nan,nan,nan,nan,International boundary near Browning,MT
NFSW4, 06279940,7,8,9,10,ft,Wapiti,WY
NFMM8, 06133500,nan,nan,nan,nan,nan,St Mary Canal near Browning,MT
NFFQ2, 12355000,9.5,10.5,11,11.5,ft,Canadian Border,MT
MUSM8, 06127500,nan,nan,nan,nan,nan,Musselshell,MT
MUDI1, 13115000,nan,nan,nan,nan,ft,Mud Lake,ID
MSBM8, 06130500,8,10,12,14,ft,Mosby,MT
MRPM8, 06040800,nan,nan,nan,nan,ft,Powerplant near McAllister,MT
MRMM8, 06119600,nan,nan,nan,nan,nan,Martinsdale,MT
MRDM8, 06025250,nan,nan,nan,nan,nan,Maiden Rock near Divide,MT
MRCM8, 06101500,nan,nan,nan,nan,nan,Chester,MT
MMRM8, 06118500,nan,nan,nan,nan,ft,Martinsdale,MT
MLRM8, 06025500,5,6,7.5,8,ft,Melrose,MT
MILM8, 06309000,nan,13,15,19,ft,Miles City,MT
MICM8, 06308500,nan,10,13,15,ft,Miles City,MT
MHDM8, 06324500,nan,nan,nan,nan,ft,Moorhead,MT
MGGM8, 05014500,nan,nan,nan,nan,ft,Many Glacier near Babb,MT
MFLM8, 06130000,nan,nan,nan,nan,ft,Mosby,MT
MFBW4, 06309200,9.5,10.5,11.5,nan,ft,Barnum,WY
MEDI1, 13116500,nan,nan,nan,nan,ft,Small,ID
MDYM8, 06088500,nan,nan,nan,nan,nan,Vaughn,MT
MDSM8, 06037500,nan,nan,nan,nan,nan,West Yellowstone,MT
MDNM8, 06088300,nan,nan,nan,nan,nan,Vaughn,MT
MCKM8, 06024020,nan,nan,nan,nan,nan,Jackson at Miner Creek,MT
MALM8, 06155500,14,16,19,22,ft,Malta,MT
MADM8, 06041000,nan,nan,nan,nan,ft,Ennis Lake near McAllister,MT
LVNM8, 06125600,nan,nan,nan,nan,nan,Lavina,MT
LVEW4, 06279500,13,nan,nan,nan,ft,Kane,WY
LTRM8, 06108800,nan,nan,nan,nan,ft,Loma,MT
LTPM8, 06111800,nan,nan,nan,nan,ft,Lewistown near R&amp;B Trading Post,MT
LRRM8, 06012500,nan,nan,nan,nan,ft,Lima Reservoir near Lima,MT
LRBM8, 06012500,nan,nan,nan,nan,nan,Monida below Lima Reservoir,MT
LPPM8, 06071300,nan,nan,nan,nan,ft,Wolf Creek,MT
